,ID,From,Date,Subject,Label
370,b'22196',Samsonite <samsonite@enews.samsonite.com>,"Tue, 03 Oct 2017 07:00:00",weekly steal! 2 pc blx hardside spinner set only $179.99 + free shipping!,1.0
371,b'22478',"""Crate and Barrel"" <crateandbarrel@mail.crateandbarrel.com>","Mon, 09 Oct 2017 08:27:45",free shipping today only.,1.0
372,b'22606',"""Target"" <targetnews@em.target.com>","Wed, 11 Oct 2017 20:17:49","preview hearth & hand with magnolia, coming soon.",1.0
373,b'22519',"""Calvin Klein Outlet Stores"" <calvinklein@email.calvinklein.com>","Tue, 10 Oct 2017 09:32:28",coming soon: the friends + family event starts thursday,1.0
374,b'22725',"""Calvin Klein Outlet Stores"" <calvinklein@email.calvinklein.com>","Sat, 14 Oct 2017 09:29:24",shop the friends + family event: the season\s best savings end soon,1.0
375,b'22701',"""Target"" <targetnews@em.target.com>","Fri, 13 Oct 2017 13:35:57",tick tock-toy deals ending soon.,1.0
376,b'23279',"""BroadwayBox Alerts"" <alerts@broadwaybox.com> ","Thu, 26 Oct 2017 13:30:17",$49 for an all-you-can-laugh special at stuffed!,1.0
377,b'23207',"""Spotify"" <hello@spotify.com>","Wed, 25 Oct 2017 12:54:09",a special thank you from lauv,1.0
378,b'22892',"""BroadwayBox Alerts"" <alerts@broadwaybox.com> ","Wed, 18 Oct 2017 10:05:18",avenue q makes you feel special!,1.0
379,b'22690',"""Crate and Barrel"" <crateandbarrel@mail.crateandbarrel.com>","Fri, 13 Oct 2017 10:43:19", a special promo code just for you.,1.0
380,b'22363',"""Spotify"" <hello@spotify.com>","Fri, 06 Oct 2017 10:20:31",a special thank you from cardi b,1.0
381,b'23158',Samsonite <samsonite@enews.samsonite.com>,"Tue, 24 Oct 2017 11:10:50",house of samonite now open at the shops at north bridge - special discount inside,1.0
382,b'23230',TheaterMania <tminsider@theatermania.com>,"Wed, 25 Oct 2017 19:21:05",special broadway offers,1.0
383,b'22912',TheaterMania <tminsider@theatermania.com>,"Wed, 18 Oct 2017 19:08:35",special broadway offers,1.0
384,b'22864',"""Target"" <targetnews@em.target.com>","Tue, 17 Oct 2017 16:29:49",this week's special: kitchen & dining up to 20% off.,1.0
385,b'22603',TheaterMania <tminsider@theatermania.com>,"Wed, 11 Oct 2017 19:09:27",special broadway offers,1.0
386,b'22511',LANEIGE <support@us.laneige.com>,"Tue, 10 Oct 2017 07:03:20",columbus special extended! take a look at our special offers ,1.0
387,b'22283',TheaterMania <tminsider@theatermania.com>,"Wed, 04 Oct 2017 19:14:12",special broadway offers,1.0
388,b'23280',"""Yipit's Best"" <e@yipit.com>","Thu, 26 Oct 2017 15:16:21","today's top travel: alaska airlines, mexico, caribbean & central america, cozumel",1.0
389,b'23123',"""Yipit's Best"" <e@yipit.com>","Mon, 23 Oct 2017 15:15:46","today's top travel: barbados, ireland, myrtle beach, america's rivers",1.0
390,b'23043',"""Yipit's Best"" <e@yipit.com>","Sat, 21 Oct 2017 14:16:42","today's top travel: delta airlines, st. lucia, spain, ireland",1.0
391,b'22862',"""Yipit's Best"" <e@yipit.com>","Tue, 17 Oct 2017 14:08:25",today's top travel: iberostar playa mita getaway with flights,1.0
392,b'22816',"""Yipit's Best"" <e@yipit.com>","Mon, 16 Oct 2017 15:17:12","today's top travel: alaska airlines, mexico, bermuda, rome",1.0
393,b'22734',"""Yipit's Best"" <e@yipit.com>","Sat, 14 Oct 2017 14:16:12","today's top travel: virgin america, mexico, aruba, nassau",1.0
394,b'22648',"""Yipit's Best"" <e@yipit.com>","Thu, 12 Oct 2017 15:17:39","today's top travel: go rv'ing, caribbean, mexico, hawaii, panama canal, madrid, seville & barcelona",1.0
395,b'22627',"""Calvin Klein Outlet Stores"" <calvinklein@email.calvinklein.com>","Thu, 12 Oct 2017 09:37:44",just for you: the friends + family event starts today,1.0
396,b'22579',"""Chase"" <Chase@e.chase.com>","Wed, 11 Oct 2017 10:05:00","yi, on the go? try chase pay today.",1.0
397,b'22169',Netflix <info@mailer.netflix.com>,"Mon, 02 Oct 2017 11:14:50",come back to netflix today.,1.0
398,b'23036',"""Target"" <targetnews@em.target.com>","Sat, 21 Oct 2017 11:22:52",this jeans sale ends tonight.,1.0
399,b'22588',"""Yipit's Best"" <e@yipit.com>","Wed, 11 Oct 2017 12:33:37",jetblue fare sale - ends tonight,1.0
400,b'23014',"""Broadway Discounts"" <email@reply.broadwaydiscounts.com>","Fri, 20 Oct 2017 17:00:00",we know you're busy! broadway weekend wrap-up,1.0
401,b'22785',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Mon, 16 Oct 2017 04:03:44",already looking forward to the weekend?,1.0
402,b'22149',"""H&M Fashion News"" <no-reply@hm.com>","Mon, 02 Oct 2017 06:16:50",fall styles perfect for weekend getaways,1.0
403,b'23285',"""KAYAK"" <news@kayak.com>","Thu, 26 Oct 2017 16:34:51",u.s. flights fr $49 rt | ireland w/air fr $799 | cancun w/air fr $679,1.0
404,b'23284',LANEIGE <support@us.laneige.com>,"Thu, 26 Oct 2017 16:16:40","changing seasons, choose your cushion",1.0
405,b'23276',""" Travel Wisconsin "" <Travel.Wisconsin@public.govdelivery.com>","Thu, 26 Oct 2017 13:01:37",peak color spotted in southern wisconsin,1.0
406,b'23272',"""Amazon.com"" <store-news@amazon.com>","Thu, 26 Oct 2017 12:02:06","""snow joe sjblzd telescoping snow...""",1.0
407,b'23265',"""BroadwayBox Alerts"" <alerts@broadwaybox.com> ","Thu, 26 Oct 2017 10:05:16",the broadwaybox lottery is in full swing!,1.0
408,b'23262',Folli Follie <US@email.follifollie.com>,"Thu, 26 Oct 2017 09:48:17",discover its effect!,1.0
409,b'23253',"""H&M Fashion News"" <no-reply@hm.com>","Thu, 26 Oct 2017 07:33:15",premium quality: knits and leather,1.0
410,b'23248',LANEIGE <support@us.laneige.com>,"Thu, 26 Oct 2017 06:16:40",easy overnight treatments,1.0
411,b'23239',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Thu, 26 Oct 2017 04:03:33",one drop changes everything.,1.0
412,b'23215',LANEIGE <support@us.laneige.com>,"Wed, 25 Oct 2017 16:16:40","all of the clean, none of the tightness",1.0
413,b'23209',"""Chase"" <Chase@e.chase.com>","Wed, 25 Oct 2017 14:29:35","yi, did you know about all the ways to pay with chase pay?",1.0
414,b'23203',"""NORDSTROM RACK"" <nordstromrack@e.nordstromrack.com>","Wed, 25 Oct 2017 10:03:27",outerwear that\s in: bcbgeneration under $90 & more,1.0
415,b'23198',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Wed, 25 Oct 2017 09:33:47",makeup that works as hard as you do.,1.0
416,b'23195',"""Forever 21"" <forever21@news.forever21.com>","Wed, 25 Oct 2017 07:44:17",snow she didn't\,1.0
417,b'23191',eBay <eBay@reply1.ebay.com>,"Wed, 25 Oct 2017 07:01:41",have you discovered my ebay yet?,1.0
418,b'23188',LANEIGE <support@us.laneige.com>,"Wed, 25 Oct 2017 06:16:40",your choice of 3!,1.0
419,b'23183',"""Amazon.com"" <vfe-campaign-response@amazon.com>","Tue, 24 Oct 2017 23:15:32",secret wishes women's wonder...,1.0
420,b'23167',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Tue, 24 Oct 2017 13:02:15",victoria beckham talks complexion perfection.,1.0
421,b'23148',"""Timberland.com"" <timberland@e.timberland.com>","Tue, 24 Oct 2017 09:06:03",impossible to choose?,1.0
422,b'23147',"""katespade.com"" <katespade@em.katespade.com>","Tue, 24 Oct 2017 08:23:24",the dream outfit,1.0
423,b'23143',"""Yipit's Best"" <e@yipit.com>","Tue, 24 Oct 2017 06:34:56",100% cash back at dunkin' donuts!,1.0
424,b'23142',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Tue, 24 Oct 2017 06:33:05","have it all: firmer, smoother, radiant skin.",1.0
425,b'23113',"""Patagonia"" <reply@email.patagonia.com>","Mon, 23 Oct 2017 11:31:00",get to know your insulation options,1.0
426,b'23103',"""Forever 21"" <forever21@news.forever21.com>","Mon, 23 Oct 2017 07:53:38",you'll need this,1.0
427,b'23098',"""H&M Fashion News"" <no-reply@hm.com>","Mon, 23 Oct 2017 07:22:25",a very merry home,1.0
428,b'23093',LANEIGE <support@us.laneige.com>,"Mon, 23 Oct 2017 06:16:40",can't choose? mix and match!,1.0
429,b'23082',"""philosophy"" <philosophy@email.philosophy.com>","Sun, 22 Oct 2017 15:08:30",the ultimate moisturizer that does it all,1.0
430,b'23074',"""Brooklyn Boulders Chicago"" <chicago@brooklynboulders.com>","Sun, 22 Oct 2017 11:38:45",99 problems but more boulders ain't one,1.0
431,b'23071',Yipit Chicago <e@yipit.com>,"Sun, 22 Oct 2017 10:54:38",pandora,1.0
432,b'23067',"""Timberland.com"" <timberland@e.timberland.com>","Sun, 22 Oct 2017 09:03:55",all-new clothing: sport leisure.,1.0
433,b'23066',"""katespade.com"" <katespade@em.katespade.com>","Sun, 22 Oct 2017 08:53:19","embroider, engrave or emboss it!",1.0
434,b'23055',"""Mariano's"" <Marianos@email-marianos.com>","Sun, 22 Oct 2017 06:06:02","loadable lunch & dinner sushi tray from oki sushi, buffalo rotisserie chicken salad, and more",1.0
435,b'23042',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Sat, 21 Oct 2017 13:08:23",be bold. estÃ£Â©e stories.,1.0
436,b'23039',"""Telecharge"" <email@reply.telecharge.com>","Sat, 21 Oct 2017 11:00:00",;) we appreciate your loyalty | you're invited to enjoy the october broadway spotlight,1.0
437,b'23029',Pandora <pandora@pandora.com>,"Sat, 21 Oct 2017 07:40:15",live event picks just for you,1.0
438,b'23020',LANEIGE <support@us.laneige.com>,"Sat, 21 Oct 2017 06:16:40",feelin' squeaky clean ,1.0
439,b'23010',hello@spotify.com,"Fri, 20 Oct 2017 17:00:00",listen to the next generation of music superstars,1.0
440,b'23005',"""CheapOair"" <CheapOair@myCheapOair.com>","Fri, 20 Oct 2017 15:07:13","frontier, aa, & united for under $56",1.0
441,b'22998',"""Amazon.com"" <store-news@amazon.com>","Fri, 20 Oct 2017 12:09:00",calbee japan jaga-pockle...,1.0
442,b'22994',"""Patagonia"" <reply@email.patagonia.com>","Fri, 20 Oct 2017 11:19:17",much to do about nothing,1.0
443,b'22992',Yipit Chicago <e@yipit.com>,"Fri, 20 Oct 2017 11:12:36",michael stars,1.0
444,b'22990',"""BroadwayBox Alerts"" <alerts@broadwaybox.com> ","Fri, 20 Oct 2017 10:05:16",just announced! broadway balances america - season 4,1.0
445,b'22987',"""Kiehl's Since 1851"" <kiehls@mail.kiehls-usa.com>","Fri, 20 Oct 2017 10:11:14",create your own serum with apothecary prep!,1.0
446,b'22986',"""Forever 21"" <forever21@news.forever21.com>","Fri, 20 Oct 2017 07:51:57",we\re selling out\,1.0
447,b'22983',"""Timberland.com"" <timberland@e.timberland.com>","Fri, 20 Oct 2017 09:06:27",rain or not - style wins.,1.0
448,b'22982',"""katespade.com"" <katespade@em.katespade.com>","Fri, 20 Oct 2017 08:20:50",wear all the roses...,1.0
449,b'22980',"""H&M Fashion News"" <no-reply@hm.com>","Fri, 20 Oct 2017 08:18:25",winter is coming!,1.0
450,b'22958',TheaterMania <tminsider@theatermania.com>,"Thu, 19 Oct 2017 19:06:11",cher signs on for mamma mia! sequel and ben platt trains his dear,1.0
451,b'22956',"""BroadwayBox Alerts"" <alerts@broadwaybox.com> ","Thu, 19 Oct 2017 17:10:14",see school of rock starting at just $59!,1.0
452,b'22950',"""Kiehl's Since 1851"" <kiehls@mail.kiehls-usa.com>","Thu, 19 Oct 2017 15:51:59",breast cancer awareness month #kissforthecure,1.0
453,b'22944',""" Travel Wisconsin "" <Travel.Wisconsin@public.govdelivery.com>","Thu, 19 Oct 2017 15:07:15",autumn leaves arrive in southern wisconsin,1.0
454,b'22937',"""Timberland.com"" <timberland@e.timberland.com>","Thu, 19 Oct 2017 11:06:15",like her style?,1.0
455,b'22930',"""katespade.com"" <katespade@em.katespade.com>","Thu, 19 Oct 2017 08:23:25",pizza party and pj's...,1.0
456,b'22919',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Thu, 19 Oct 2017 04:03:06",this hack is everything.,1.0
457,b'22903',"""Uber Chicago"" <email@et.uber.com>","Wed, 18 Oct 2017 17:14:10",how your rides give back to chicago,1.0
458,b'22898',FOREO <newsletter@foreo.com>,"Wed, 18 Oct 2017 13:34:19",which foreo just cameoed on star trek discovery?,1.0
459,b'22893',"""Forever 21"" <forever21@news.forever21.com>","Wed, 18 Oct 2017 07:51:51",hello beauti-fall! ,1.0
460,b'22890',"""Kiehl's Since 1851"" <kiehls@mail.kiehls-usa.com>","Wed, 18 Oct 2017 10:20:29",shop early with kiehl's and avoid the lines,1.0
461,b'22889',Yipit Chicago <e@yipit.com>,"Wed, 18 Oct 2017 10:07:17",merrell,1.0
462,b'22887',"""katespade.com"" <katespade@em.katespade.com>","Wed, 18 Oct 2017 08:23:14","cat ladies, rejoice!",1.0
463,b'22874',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Wed, 18 Oct 2017 04:03:25",inspiration. motivation. dedication. meet our modern muse.,1.0
464,b'22868',"""Airbnb"" <discover@airbnb.com>","Tue, 17 Oct 2017 20:21:59",tune in: your weekly dose of travel inspiration,1.0
465,b'22865',"""ALDO"" <aldoshoes@e.aldoshoes.com>","Tue, 17 Oct 2017 17:16:42",these studded must-haves don't mess around.,1.0
466,b'22861',"""Express"" <express@e.express.com>","Tue, 17 Oct 2017 13:24:23",\ meet our nba game changers,1.0
467,b'22856',For Love & Lemons <info@forloveandlemons.com>,"Tue, 17 Oct 2017 12:11:56",satisfy your sweet tooth...,1.0
468,b'22848',Yipit Chicago <e@yipit.com>,"Tue, 17 Oct 2017 10:00:17",monthly goodies for mom+baby,1.0
469,b'22843',"""katespade.com"" <katespade@em.katespade.com>","Tue, 17 Oct 2017 08:54:32",glitter wallets and other things that sparkle...,1.0
470,b'22840',"""Timberland.com"" <timberland@e.timberland.com>","Tue, 17 Oct 2017 09:05:46",tallest of its kind.,1.0
471,b'22808',"""Kiehl's Since 1851"" <kiehls@mail.kiehls-usa.com>","Mon, 16 Oct 2017 11:45:00",stay hydrated all season with creme de corps,1.0
472,b'22806',"""H&M Fashion News"" <no-reply@hm.com>","Mon, 16 Oct 2017 10:41:36",play with proportions!,1.0
473,b'22798',"""Forever 21"" <forever21@news.forever21.com>","Mon, 16 Oct 2017 08:38:26",currently feeling...,1.0
474,b'22750',"""L'Occitane en Provence"" <contact@contact.loccitane.com>","Sun, 15 Oct 2017 05:41:40",almost gone! our shea butter soaps are just what you need,1.0
475,b'22730',"""BroadwayBox Alerts"" <alerts@broadwaybox.com> ","Sat, 14 Oct 2017 11:22:25","sit back, relax and take in the broadway scoop!",1.0
476,b'22723',"""Telecharge"" <email@reply.telecharge.com>","Sat, 14 Oct 2017 08:00:00","all we have to say is ""6 under $60""",1.0
477,b'22702',"""Spotify"" <hello@spotify.com>","Fri, 13 Oct 2017 15:03:07",just $4.99 a month: hulu + premium for students,1.0
478,b'22699',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Fri, 13 Oct 2017 13:03:10",rethink pink with victoria beckham.,1.0
479,b'22698',"""Evernote Team"" <team@emails.evernote.com>","Fri, 13 Oct 2017 12:39:57",reminder: help us improve evernote,1.0
480,b'22682',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Fri, 13 Oct 2017 09:02:10",time flies! use your e-list points before they expire.,1.0
481,b'22667',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Fri, 13 Oct 2017 04:04:47",the eyes have it: more for less. shop before they\re gone!,1.0
482,b'22666',"""KAYAK"" <news@kayak.com>","Thu, 12 Oct 2017 23:50:07",cancun w/air fr $699 | hawaii: 7 nts w/air fr $770 | portugal: 4-star hotels fr $60,1.0
483,b'22662',TheaterMania <tminsider@theatermania.com>,"Thu, 12 Oct 2017 19:11:06",moulin rouge! the musical announces its creative team and my fair,1.0
484,b'22661',Pandora <pandora@pandora.com>,"Thu, 12 Oct 2017 19:33:00",live event picks just for you,1.0
485,b'22653',LANEIGE <support@us.laneige.com>,"Thu, 12 Oct 2017 16:16:40",to be matte or dewy.. that is the question ,1.0
486,b'22646',"""Pay with GasBuddy"" <et-reply@GasBuddyEmail.com>","Thu, 12 Oct 2017 14:28:58",it pays to open this email.,1.0
487,b'22643',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Thu, 12 Oct 2017 13:05:32",introducing sotheby\s x aerin: transforming looks from day to night,1.0
488,b'22642',"""Amazon.com"" <vfe-campaign-response@amazon.com>","Thu, 12 Oct 2017 12:24:47",big time bbq bundle (3 items)...,1.0
489,b'22637',""" Travel Wisconsin "" <Travel.Wisconsin@public.govdelivery.com>","Thu, 12 Oct 2017 11:04:17",fall color report: northern wisconsin gets a peek at peak color,1.0
490,b'22623',Yipit Chicago <e@yipit.com>,"Thu, 12 Oct 2017 09:17:59",nannette kids,1.0
491,b'22618',"""H&M Fashion News"" <no-reply@hm.com>","Thu, 12 Oct 2017 07:40:14","plaid, florals and tailored silhouettes",1.0
492,b'22614',"""L'Occitane en Provence"" <contact@contact.loccitane.com>","Thu, 12 Oct 2017 05:52:41",it\s world sight day | $3 can make a difference!,1.0
493,b'22613',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Thu, 12 Oct 2017 04:03:03",3 reds every woman can wear,1.0
494,b'22591',"""Evernote Team"" <team@emails.evernote.com>","Wed, 11 Oct 2017 13:11:41",help us improve evernote,1.0
495,b'22577',"""Forever 21"" <forever21@news.forever21.com>","Wed, 11 Oct 2017 07:53:57",f21 x taco bell\Â¦yummy!,1.0
496,b'22573',Yipit Chicago <e@yipit.com>,"Wed, 11 Oct 2017 09:08:41",great wines delivered to your door,1.0
497,b'22567',"""H&M Fashion News"" <no-reply@hm.com>","Wed, 11 Oct 2017 07:42:03",two words: further reductions,1.0
498,b'22565',"""L'Occitane en Provence"" <contact@contact.loccitane.com>","Wed, 11 Oct 2017 06:47:23","the secret to gorgeous-looking, satin-soft skin is\",1.0
499,b'22560',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Wed, 11 Oct 2017 04:05:45",total coverage. total confidence.,1.0
500,b'22553',"""Brooklyn Boulders Chicago"" <chicago@brooklynboulders.com>","Tue, 10 Oct 2017 19:24:26",devil's lake craggin' classic,1.0
501,b'22551',"""philosophy"" <philosophy@email.philosophy.com>","Tue, 10 Oct 2017 18:16:34", help us honor mental health day,1.0
502,b'22544',LANEIGE <support@us.laneige.com>,"Tue, 10 Oct 2017 16:19:25",rise and shine + brighten your routine\Ã¯Â¸,1.0
503,b'22543',"""Lyft"" <hello@lyftmail.com>","Tue, 10 Oct 2017 16:23:29",round up your fares and donate to chicago public schools,1.0
504,b'22541',"""Crate and Barrel"" <crateandbarrel@mail.crateandbarrel.com>","Tue, 10 Oct 2017 14:17:30",introducing: reese witherspoon + crate and barrel.,1.0
505,b'22540',"""GasBuddy.com"" <et-reply@GasBuddyEmail.com>","Tue, 10 Oct 2017 13:36:27",how far can you stretch an oil change?,1.0
506,b'22529',"""Patagonia"" <reply@email.patagonia.com>","Tue, 10 Oct 2017 11:18:46",supporting the people behind the product,1.0
507,b'22526',Yipit Chicago <e@yipit.com>,"Tue, 10 Oct 2017 10:55:15",incashmere,1.0
508,b'22518',"""katespade.com"" <katespade@em.katespade.com>","Tue, 10 Oct 2017 08:54:57",handbags that roar,1.0
509,b'22517',"""Forever 21"" <forever21@news.forever21.com>","Tue, 10 Oct 2017 07:45:50",get fall ready from $6!,1.0
510,b'22490',Amazon Marketplace <marketplace-messages@amazon.com>,"Mon, 09 Oct 2017 13:19:48","hsueh yi chen, will you rate your transaction at amazon.com?",1.0
511,b'22489',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Mon, 09 Oct 2017 13:03:58",how do you wear your lashes?,1.0
512,b'22470',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Mon, 09 Oct 2017 06:38:47",fall\s starting lineup,1.0
513,b'22452',"""GEICO"" <geico@email1.geico.com>","Sun, 08 Oct 2017 13:19:16",give geico a second look,1.0
514,b'22444',"""katespade.com"" <katespade@em.katespade.com>","Sun, 08 Oct 2017 08:22:05",just $119 for this cameron street crossbody. sweet!,1.0
515,b'22429',"""NORDSTROM RACK"" <nordstromrack@e.nordstromrack.com>","Sat, 07 Oct 2017 19:03:20",classics vs. styles with a twist,1.0
516,b'22425',"""CheapOair Weekly Deals"" <CheapOair@myCheapOair.com>","Sat, 07 Oct 2017 16:36:44", jaw-dropping fares from los angeles!,1.0
517,b'22417',"""EXPRESS NEXT"" <expressnext@e.express.com>","Sat, 07 Oct 2017 13:05:48",your september style summary is here,1.0
518,b'22416',"""KAYAK"" <news@kayak.com>","Sat, 07 Oct 2017 12:30:37","fall destinations under $300, trending cities & more.",1.0
519,b'22415',"""philosophy"" <philosophy@email.philosophy.com>","Sat, 07 Oct 2017 12:14:43"," the votes are in, meet our winners!",1.0
520,b'22412',Yipit Chicago <e@yipit.com>,"Sat, 07 Oct 2017 11:21:30",christian louboutin,1.0
521,b'22410',"""BroadwayBox Alerts"" <alerts@broadwaybox.com> ","Sat, 07 Oct 2017 11:11:33",all the broadway scoop you need!,1.0
522,b'22403',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Sat, 07 Oct 2017 09:14:03",be inspired: #pinkribbon25. estÃ£Â©e stories.,1.0
523,b'22390',"""philosophy"" <philosophy@email.philosophy.com>","Sat, 07 Oct 2017 03:16:17","when hope is not enough, we\ve got the solution",1.0
524,b'22374',FOREO <newsletter@foreo.com>,"Fri, 06 Oct 2017 13:41:36",feeling blue about bad skin? then try espada!,1.0
525,b'22371',"""Patagonia"" <reply@email.patagonia.com>","Fri, 06 Oct 2017 13:10:43",snow gear that stands up to childhood. guaranteed.,1.0
526,b'22357',"""Timberland.com"" <timberland@e.timberland.com>","Fri, 06 Oct 2017 09:06:04",greyed-out for fall.,1.0
527,b'22348',"""H&M Fashion News"" <no-reply@hm.com>","Fri, 06 Oct 2017 06:31:20",close the loop on denim,1.0
528,b'22336',TheaterMania <tminsider@theatermania.com>,"Thu, 05 Oct 2017 20:16:38",get a first look at ben platt on will & grace and tina fey,1.0
529,b'22326',"""Amazon.com"" <store-news@amazon.com>","Thu, 05 Oct 2017 16:08:38",listening to music just got easier,1.0
530,b'22321',""" Travel Wisconsin "" <Travel.Wisconsin@public.govdelivery.com>","Thu, 05 Oct 2017 15:05:24",fall color report: fall color flying into northern wisconsin,1.0
531,b'22316',Divvy Bikes <support@DivvyBikes.com>,"Thu, 05 Oct 2017 12:57:35",thanks for riding: your september divvy trip details,1.0
532,b'22314',Yipit Chicago <e@yipit.com>,"Thu, 05 Oct 2017 12:34:08",bcbgmaxzaria,1.0
533,b'22304',"""Forever 21"" <forever21@news.forever21.com>","Thu, 05 Oct 2017 07:47:55",21 & over\,1.0
534,b'22294',LANEIGE <support@us.laneige.com>,"Thu, 05 Oct 2017 06:19:25",a way to brighten your day,1.0
535,b'22291',"""L'Occitane en Provence"" <contact@contact.loccitane.com>","Thu, 05 Oct 2017 06:04:00",the fall beauty event starts in 3.. 2.. 1!,1.0
536,b'22278',Pandora <pandora@pandora.com>,"Wed, 04 Oct 2017 19:17:37",live event picks just for you,1.0
537,b'22272',LANEIGE <support@us.laneige.com>,"Wed, 04 Oct 2017 17:08:49",everyone needs a little luck,1.0
538,b'22270',"""philosophy"" <philosophy@email.philosophy.com>","Wed, 04 Oct 2017 15:06:55",we are touching  to heal minds,1.0
539,b'22259',Briant O. Mills <briant@millsinsgroup.com>,"Wed, 04 Oct 2017 11:11:49","the professional advice you need, the personal experience you want",1.0
540,b'22256',"""BroadwayBox Alerts"" <alerts@broadwaybox.com> ","Wed, 04 Oct 2017 10:05:15",nytimes on charm: \top 5 shows to see!\,1.0
541,b'22239',LANEIGE <support@us.laneige.com>,"Wed, 04 Oct 2017 06:19:25",gorgeous in the nick of time,1.0
542,b'22233',Apple <News_AUS_NZ@InsideApple.Apple.com>,"Wed, 04 Oct 2017 04:25:43",you haven\t seen anything like apple tv 4k.,1.0
543,b'22225',"""Brooklyn Boulders Chicago"" <chicago@brooklynboulders.com>","Tue, 03 Oct 2017 18:08:38",climbing + fitness edition,1.0
544,b'22220',"""AbeBooks.com"" <news@sender.abebooks.com>","Tue, 03 Oct 2017 15:07:21",abegives | you shop. we give.,1.0
545,b'22217',"""Target"" <targetnews@em.target.com>","Tue, 03 Oct 2017 12:55:19","find wall-to-wall savings on kitchen, storage & more.",1.0
546,b'22213',"""Patagonia"" <reply@email.patagonia.com>","Tue, 03 Oct 2017 11:45:17",fair trade fleece,1.0
547,b'22206',"""NORDSTROM RACK"" <nordstromrack@e.nordstromrack.com>","Tue, 03 Oct 2017 10:06:08",the barefoot dreams event: starting at $30,1.0
548,b'22192',LANEIGE <support@us.laneige.com>,"Tue, 03 Oct 2017 06:19:25",dearly beloved ,1.0
549,b'22191',"""Clinique Online"" <clinique@e.clinique.com>","Tue, 03 Oct 2017 06:19:59",a peek into clinique's future. look what's next!,1.0
550,b'22187',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Tue, 03 Oct 2017 04:04:11",all eyes on fall,1.0
551,b'22178',"""ALDO"" <aldoshoes@e.aldoshoes.com>","Mon, 02 Oct 2017 17:17:49",velvet revival,1.0
552,b'22177',LANEIGE <support@us.laneige.com>,"Mon, 02 Oct 2017 17:08:49",i love foundation that...,1.0
553,b'22146',EstÂ©e Lauder Online <EsteeLauderOnline@e.esteelauder.com>,"Mon, 02 Oct 2017 04:03:56",you time,1.0
554,b'22145',"""philosophy"" <philosophy@email.philosophy.com>","Mon, 02 Oct 2017 03:17:37","indulge gracefully, live gracefully",1.0
555,b'22141',LANEIGE <support@us.laneige.com>,"Sun, 01 Oct 2017 17:08:49",renew your skincare routine with laneige,1.0
